"urn","current_urn","number_of_links"
126197,137460,1
126198,126198,0
126199,126199,0
126200,126200,0
126201,126201,0
126202,145545,1
126203,126203,0
126204,126204,0
126205,126205,0
126206,126206,0
126207,146986,1
126208,146850,1
126209,142539,1
126210,126210,0
126211,126211,0
126212,126212,0
126213,126213,0
126214,126214,0
126215,126215,0
126216,126216,0
126217,126217,0
126218,126218,0
126219,126219,0
126220,126220,0
126221,126221,0
126222,126222,0
126223,126223,0
126224,126224,0
126225,126225,0
126226,126226,0
126227,126227,0
126228,126228,0
126229,126229,0
126230,126230,0
126231,126231,0
126232,144995,1
126233,126233,0
126234,126234,0
126235,126235,0
126236,126236,0
126237,126237,0
126238,126238,0
126239,126239,0
126240,126240,0
126241,126241,0
126242,138005,1
126243,126243,0
126244,126244,0
126245,126245,0
126246,141646,1
126247,126247,0
126248,126248,0
126249,147511,1
126250,146421,1
126251,126251,0
126252,126252,0
126253,126253,0
126254,126254,0
126255,126255,0
126256,126256,0
126257,126257,0
126258,141619,1
126259,126259,0
126260,126260,0
126261,126261,0
126262,126262,0
126263,126263,0
126264,126264,0
126265,126265,0
126266,139386,1
126267,139303,1
126268,137620,1
126269,126269,0
126270,126270,0
126271,147595,1
126272,137365,1
126273,126273,0
126274,139207,1
126275,138306,1
126276,126276,0
126277,126277,0
126278,140742,1
126279,140302,1
126280,140291,1
126281,126281,0
126282,136293,1
126283,147755,1
126284,126284,0
126285,139381,1
126286,126286,0
126287,126287,0
126288,138305,1
126289,126289,0
126290,146343,2
126291,126291,0
126292,126292,0
126293,126293,0
126294,141272,1
126295,126295,0
126296,146925,1
126297,126297,0
126298,126298,0
126299,126299,0
126300,126300,0
126301,148009,2
126302,126302,0
126303,126303,0
126304,126304,0
126305,126305,0
126306,126306,0
126307,126307,0
126308,146347,2
126309,143007,1
126310,144454,1
126311,126311,0
126312,141988,1
126313,126313,0
126314,146902,1
126315,140454,1
126316,126316,0
126317,126317,0
126318,126318,0
126319,126319,0
126320,126320,0
126321,126321,0
126322,140352,1
126323,143004,1
126324,126324,0
126325,143006,1
126326,145714,2
126327,126327,0
126328,126328,0
126329,126329,0
126330,126330,0
126331,143009,1
126332,126332,0
126333,126333,0
126334,126334,0
126335,126335,0
126336,126336,0
126337,142293,1
126338,139753,1
126339,126339,0
126340,126340,0
126341,126341,0
126342,126342,0
126343,126343,0
126344,126344,0
126345,126345,0
126346,141912,1
126347,141913,1
126348,126348,0
126349,126349,0
126350,126350,0
126351,126351,0
126352,142318,1
126353,146346,2
126354,126354,0
126355,146345,2
126356,126356,0
126357,144277,1
126358,143494,1
126359,126359,0
126360,126360,0
126361,126361,0
126362,126362,0
126363,138479,1
126364,141645,1
126365,126365,0
126366,126366,0
126367,144854,1
126368,126368,0
126369,126369,0
126370,126370,0
126371,147245,1
126372,126372,0
126373,141142,1
126374,126374,0
126375,141148,1
126376,126376,0
126377,126377,0
126378,126378,0
126379,126379,0
126380,126380,0
126381,126381,0
126382,126382,0
126383,126383,0
126384,126384,0
126385,126385,0
126386,126386,0
126387,126387,0
126388,126388,0
126389,140699,1
126390,126390,0
126391,145714,1
126392,126392,0
126393,126393,0
126394,126394,0
126395,146849,1
126396,126396,0
126397,126397,0
126398,141274,1
126399,126396,1
126400,126400,0
126401,141987,1
126402,143500,1
126403,144333,1
126404,126404,0
126405,126405,0
126406,140112,1
126407,148024,1
126408,140112,2
126409,147649,2
126410,146933,1
126411,126411,0
126412,126412,0
126413,126413,0
126414,141919,1
126415,126415,0
126416,126416,0
126417,143957,1
126418,139980,1
126419,126419,0
126420,126420,0
126421,146881,1
126422,138188,1
126423,126423,0
126424,126424,0
126425,126425,0
126426,126426,0
126427,126427,0
126428,126428,0
126429,126429,0
126430,126430,0
126431,126431,0
126432,138619,1
126433,126433,0
126434,146808,1
126435,126435,0
126436,145555,1
126437,126437,0
126438,126438,0
126439,126439,0
126440,126440,0
126441,137411,1
126442,142292,1
126443,126443,0
126444,126444,0
126445,126445,0
126446,126446,0
126447,144389,1
126448,146344,2
126449,126449,0
126450,137684,1
126451,137160,1
126452,137308,1
126453,144773,2
126454,136611,1
126455,136911,1
126456,126456,0
126457,138885,1
126458,126458,0
126459,143005,1
126460,137230,1
126461,136860,1
126462,138020,1
126463,126463,0
126464,126464,0
126465,140515,1
126466,134981,1
126467,137264,1
126468,137827,1
126469,136183,1
126470,126470,0
126471,126471,0
126472,137057,1
126473,126473,0
126474,144704,1
126475,126475,0
126476,139260,1
126477,126477,0
126478,137426,1
126479,126479,0
126480,126480,0
126481,126481,0
126482,126482,0
126483,126483,0
126484,126484,0
126485,126485,0
126486,147512,1
126487,138109,1
126488,137371,1
126489,126489,0
126490,126490,0
126491,140685,1
126492,126492,0
126493,126493,0
126494,137147,1
126495,137375,1
126496,144388,2
126497,136389,1
126498,136849,1
126499,136632,1
126500,138623,1
126501,137650,1
126502,145139,2
126503,142316,1
126504,136980,1
126505,137190,1
126506,138630,1
126507,136391,1
126508,136500,1
126509,136296,1
126510,126510,0
126511,135804,1
126512,126512,0
126513,126513,0
126514,126514,0
126515,126515,0
126516,126516,0
126517,126517,0
126518,126518,0
126519,126519,0
126520,126520,0
126521,126521,0
126522,126522,0
126523,126523,0
126524,126524,0
126525,126525,0
126526,126526,0
126527,126527,0
126528,126528,0
126529,126529,0
126530,126530,0
126531,126531,0
126532,126532,0
126533,126533,0
126534,126534,0
126535,126535,0
126536,126536,0
126537,126537,0
126538,126538,0
126539,126539,0
126540,126540,0
126541,126541,0
126542,126542,0
126543,126543,0
126544,138307,1
126545,126545,0
126546,126546,0
126547,145852,1
126548,126548,0
126549,126549,0
126550,126550,0
126551,141647,1
126552,126552,0
126553,126553,0
126554,146668,1
126555,143014,1
126556,143013,1
126557,145198,2
126558,126558,0
126559,126559,0
126560,126560,0
126561,126561,0
126562,126562,0
126563,126563,0
126564,126564,0
126565,126565,0
126566,126566,0
126567,126567,0
126568,126568,0
126569,126569,0
126570,126570,0
126571,126571,0
126572,126572,0
126573,126573,0
126574,126574,0
126575,126575,0
126576,126576,0
126577,126577,0
126578,126578,0
126579,126579,0
126580,126580,0
126581,126581,0
126582,126582,0
126583,126583,0
126584,126584,0
126585,126585,0
126586,126586,0
126587,126587,0
126588,126588,0
126589,126589,0
126590,126590,0
126591,126591,0
126592,126592,0
126593,126593,0
126594,126594,0
126595,126595,0
126596,126596,0
126597,126597,0
126598,126598,0
126599,126599,0
126600,126600,0
126601,126601,0
126602,126602,0
126603,126603,0
126604,126604,0
126605,126605,0
126606,126606,0
126607,126607,0
126608,126608,0
126609,126609,0
126610,126610,0
126611,126611,0
126612,126612,0
126613,126613,0
126614,126614,0
126615,126615,0
126616,126616,0
126617,126617,0
126618,126618,0
126619,126619,0
126620,126620,0
126621,126621,0
126622,126622,0
126623,126623,0
126624,126624,0
126625,126625,0
126626,126626,0
126627,126627,0
126628,126628,0
126629,126629,0
126630,126630,0
126631,126631,0
126632,126632,0
126633,126633,0
126634,126634,0
126635,126635,0
126636,126636,0
126637,126637,0
126638,126638,0
126639,126639,0
126640,126640,0
126641,126641,0
126643,126643,0
126644,126644,0
126645,126645,0
126646,126646,0
126647,126647,0
126648,126648,0
126649,126649,0
126650,126650,0
126651,126651,0
126652,126652,0
126653,126653,0
126654,126654,0
126655,126655,0
126656,126656,0
126657,126657,0
126658,126658,0
126659,126659,0
126660,126660,0
126661,126661,0
126662,126662,0
126663,126663,0
126665,126665,0
126666,126666,0
126667,126667,0
126668,126668,0
126669,126669,0
126670,126670,0
126672,126672,0
126673,126673,0
126674,126674,0
126675,126675,0
126676,126676,0
126677,126677,0
126678,126678,0
126679,126679,0
126680,126680,0
126681,126681,0
126682,126682,0
126683,126683,0
126684,126684,0
126685,126685,0
126686,126686,0
126687,126687,0
126688,126688,0
126689,126689,0
126690,126690,0
126691,126691,0
126692,126692,0
126693,126693,0
126694,126694,0
126695,126695,0
126696,126696,0
126697,126697,0
126698,126698,0
126699,126699,0
126700,126700,0
126701,126701,0
126702,126702,0
126703,126703,0
126704,126704,0
126705,126705,0
126706,126706,0
126707,126707,0
126708,126708,0
126709,126709,0
126710,126710,0
126711,126711,0
126712,126712,0
126713,126713,0
126714,126714,0
126715,126715,0
126716,126716,0
126717,126717,0
126718,126718,0
126719,126719,0
126720,126720,0
126721,126721,0
126722,126722,0
126723,126723,0
126724,126724,0
126725,126725,0
126726,126726,0
126727,126727,0
126728,126728,0
126729,126729,0
126730,126730,0
126731,126731,0
126732,126732,0
126733,126733,0
126734,126734,0
126735,126735,0
126736,126736,0
126737,126737,0
126738,126738,0
126739,126739,0
126740,126740,0
126741,126741,0
126742,126742,0
126743,126743,0
126744,126744,0
126745,126745,0
126746,126746,0
126747,126747,0
126748,126748,0
126749,126749,0
126750,126750,0
126751,126751,0
126752,126752,0
126753,126753,0
126754,126754,0
126755,126755,0
126756,126756,0
126757,126757,0
126758,126758,0
126759,126759,0
126760,126760,0
126761,126761,0
126762,126762,0
126763,126763,0
126764,126764,0
126765,126765,0
126766,126766,0
126767,126767,0
126768,126768,0
126769,126769,0
126770,126770,0
126771,126771,0
126772,126772,0
126773,126773,0
126774,126774,0
126775,126775,0
126776,126776,0
126777,126777,0
126778,126778,0
126779,126779,0
126780,126780,0
126781,126781,0
126782,126782,0
126783,126783,0
126784,126784,0
126785,126785,0
126786,126786,0
126787,126787,0
126788,126788,0
126789,126789,0
126790,126790,0
126791,126791,0
126792,126792,0
126793,126793,0
126794,126794,0
126795,126795,0
126796,126796,0
126797,126797,0
126798,126798,0
126799,126799,0
126800,126800,0
126801,126801,0
126802,126802,0
126803,126803,0
126804,126804,0
126805,126805,0
126806,126806,0
126807,126807,0
126808,126808,0
126809,126809,0
126810,126810,0
126811,126811,0
126812,126812,0
126813,126813,0
126814,126814,0
126815,126815,0
126816,126816,0
126817,126817,0
126818,126818,0
126819,126819,0
126820,126820,0
126821,126821,0
126822,126822,0
126823,126823,0
126824,126824,0
126825,126825,0
126826,126826,0
126827,126827,0
126828,126828,0
126829,126829,0
126830,126830,0
126831,126831,0
126832,126832,0
126833,126833,0
126834,126834,0
126835,126835,0
126836,126836,0
126837,126837,0
126838,126838,0
126839,126839,0
126840,126840,0
126841,126841,0
126842,126842,0
126843,126843,0
126844,126844,0
126845,126845,0
126846,126846,0
126847,126847,0
126848,126848,0
126849,126849,0
126850,126850,0
126851,126851,0
126852,126852,0
126853,126853,0
126854,126854,0
126855,126855,0
126856,126856,0
126857,126857,0
126858,126858,0
126859,126859,0
126860,126860,0
126861,126861,0
126862,126862,0
126863,126863,0
126864,126864,0
126865,126865,0
126866,126866,0
126867,126867,0
126868,126868,0
126869,126869,0
126870,126870,0
126871,126871,0
126872,126872,0
126873,126873,0
126874,126874,0
126875,126875,0
126876,126876,0
126877,126877,0
126878,126878,0
126879,126879,0
126880,126880,0
126881,126881,0
126882,126882,0
126883,126883,0
126884,126884,0
126885,126885,0
126886,126886,0
126887,126887,0
126888,126888,0
126889,126889,0
126890,126890,0
126891,126891,0
126892,126892,0
126893,126893,0
126894,126894,0
126895,126895,0
126896,126896,0
126897,126897,0
126898,126898,0
126899,126899,0
126900,126900,0
126901,126901,0
126902,126902,0
126903,126903,0
126904,126904,0
126905,126905,0
126906,126906,0
126907,126907,0
126908,126908,0
126909,126909,0
126910,126910,0
126911,126911,0
126912,126912,0
126913,126913,0
126914,126914,0
126915,126915,0
126916,126916,0
126917,126917,0
126918,126918,0
126919,126919,0
126920,126920,0
126921,126921,0
126922,126922,0
126923,126923,0
126924,126924,0
126925,126925,0
126926,126926,0
126927,126927,0
126928,126928,0
126929,126929,0
126930,126930,0
126931,126931,0
126932,126932,0
126933,126933,0
126934,126934,0
126935,126935,0
126936,126936,0
126937,126937,0
126939,126939,0
126940,126940,0
126941,126941,0
126942,126942,0
126943,126943,0
126944,126944,0
126945,126945,0
126946,126946,0
126947,126947,0
126948,126948,0
126949,126949,0
126950,126950,0
126951,126951,0
126952,126952,0
126953,126953,0
126954,126954,0
126955,126955,0
126956,126956,0
126957,126957,0
126958,126958,0
126959,126959,0
126960,126960,0
126961,126961,0
126962,126962,0
126963,126963,0
126964,126964,0
126965,126965,0
126966,126966,0
126967,126967,0
126968,126968,0
126969,126969,0
126970,126970,0
126971,126971,0
126972,126972,0
126973,126973,0
126974,126974,0
126975,126975,0
126976,126976,0
126977,126977,0
126978,126978,0
126979,126979,0
126980,126980,0
126981,126981,0
126982,126982,0
126983,126983,0
126984,126984,0
126985,126985,0
126986,126986,0
126987,126987,0
126988,126988,0
126989,126989,0
126990,126990,0
126991,126991,0
126992,126992,0
126993,126993,0
126994,126994,0
126995,126995,0
126996,126996,0
126997,126997,0
126998,126998,0
126999,126999,0
127000,127000,0
127001,127001,0
127002,127002,0
127003,127003,0
127004,127004,0
127005,127005,0
127006,127006,0
127007,127007,0
127008,127008,0
127009,127009,0
127010,127010,0
127011,127011,0
127012,127012,0
127013,127013,0
127014,127014,0
127015,127015,0
127016,127016,0
127017,127017,0
127018,127018,0
127019,127019,0
127020,127020,0
127021,127021,0
127022,127022,0
127023,127023,0
127024,127024,0
127025,127025,0
127026,127026,0
127027,127027,0
127028,127028,0
127029,127029,0
127030,127030,0
127031,127031,0
127032,127032,0
127033,127033,0
127034,127034,0
127035,127035,0
127036,127036,0
127037,127037,0
127038,127038,0
127039,127039,0
127040,127040,0
127041,127041,0
127042,127042,0
127043,127043,0
127044,127044,0
127045,127045,0
127046,127046,0
127047,127047,0
127048,127048,0
127049,127049,0
127050,127050,0
127051,127051,0
127052,127052,0
127053,127053,0
127054,127054,0
127055,127055,0
127056,127056,0
127057,127057,0
127058,127058,0
127059,127059,0
127060,127060,0
127061,127061,0
127062,127062,0
127063,127063,0
127064,127064,0
127065,127065,0
127066,127066,0
127067,127067,0
127069,127069,0
127070,127070,0
127071,127071,0
127072,127072,0
127073,127073,0
127074,127074,0
127075,127075,0
127076,127076,0
127077,127077,0
127078,127078,0
127079,127079,0
127080,127080,0
127081,127081,0
127082,127082,0
127083,127083,0
127084,127084,0
127085,127085,0
127086,127086,0
127087,127087,0
127088,127088,0
127089,127089,0
127090,145745,1
127091,127091,0
127092,127092,0
127093,127093,0
127094,127094,0
127095,127095,0
127096,127096,0
127097,127097,0
127098,127098,0
127099,127099,0
127100,127100,0
127101,127101,0
127102,127102,0
127103,127103,0
127104,127104,0
127105,127105,0
127106,127106,0
127107,127107,0
127108,127108,0
127109,127109,0
127110,127110,0
127111,127111,0
127112,127112,0
127113,127113,0
127114,127114,0
127115,127115,0
127116,127116,0
127117,127117,0
127118,127118,0
127119,127119,0
127120,127120,0
127121,127121,0
127122,127122,0
127123,127123,0
127124,127124,0
127125,127125,0
127126,127126,0
127127,127127,0
127128,127128,0
127129,127129,0
127130,127130,0
127131,127131,0
127132,127132,0
127133,127133,0
127134,127134,0
127135,127135,0
127136,127136,0
127137,127137,0
127138,127138,0
127139,127139,0
127140,127140,0
127141,127141,0
127142,127142,0
127143,127143,0
127144,127144,0
127145,127145,0
127146,127146,0
127147,127147,0
127148,127148,0
127149,127149,0
127150,127150,0
127151,127151,0
127152,127152,0
127153,127153,0
127154,127154,0
127155,127155,0
127156,127156,0
127157,127157,0
127158,127158,0
127159,127159,0
127160,127160,0
127161,127161,0
127162,127162,0
127163,127163,0
127164,127164,0
127165,127165,0
127166,127166,0
127167,127167,0
127168,127168,0
127169,127169,0
127170,127170,0
127171,127171,0
127172,127172,0
127173,127173,0
127174,127174,0
127175,127175,0
127176,127176,0
127177,127177,0
127178,127178,0
127179,127179,0
127180,127180,0
127181,127181,0
127182,127182,0
127183,127183,0
127184,127184,0
127185,127185,0
127186,127186,0
127187,127187,0
127188,127188,0
127189,127189,0
127190,127190,0
127191,127191,0
127192,127192,0
127193,127193,0
127194,127194,0
127195,127195,0
127196,127196,0
127197,127197,0
127198,127198,0
127199,127199,0
127200,127200,0
127201,127201,0
127202,127202,0
127203,127203,0
127204,127204,0
127205,127205,0
127206,127206,0
127207,127207,0
127208,127208,0
127209,127209,0
127210,127210,0
127211,127211,0
127212,127212,0
127213,127213,0
127214,127214,0
127215,127215,0
127216,127216,0
127217,127217,0
127218,127218,0
127219,127219,0
127220,127220,0
127221,127221,0
127222,127222,0
127223,127223,0
127224,127224,0
127225,127225,0
127226,127226,0
127227,127227,0
127228,127228,0
127229,127229,0
127230,127230,0
127231,127231,0
127232,127232,0
127233,127233,0
127234,127234,0
127235,127235,0
127236,127236,0
127237,127237,0
127238,127238,0
127239,127239,0
127240,127240,0
127241,127241,0
127242,127242,0
127243,127243,0
127244,127244,0
127245,127245,0
127246,127246,0
127247,127247,0
127248,127248,0
127249,127249,0
127250,127250,0
127251,127251,0
127252,127252,0
127253,127253,0
127254,127254,0
127255,127255,0
127256,127256,0
127257,127257,0
127258,127258,0
127259,127259,0
127260,127260,0
127261,127261,0
127262,127262,0
127263,127263,0
127264,127264,0
127265,127265,0
127266,127266,0
127267,127267,0
127268,127268,0
127269,127269,0
127270,127270,0
127271,127271,0
127272,127272,0
127273,127273,0
127274,127274,0
127275,127275,0
127276,127276,0
127277,127277,0
127278,127278,0
127279,127279,0
127280,127280,0
127281,127281,0
127282,127282,0
127283,127283,0
127284,127284,0
127285,127285,0
127286,127286,0
127287,127287,0
127288,127288,0
127289,127289,0
127290,127290,0
127291,127291,0
127292,127292,0
127293,127293,0
127294,127294,0
127295,127295,0
127296,127296,0
127297,127297,0
127298,127298,0
127299,127299,0
127300,127300,0
127301,127301,0
127302,127302,0
127303,127303,0
127304,127304,0
127305,127305,0
127306,127306,0
127307,127307,0
127308,127308,0
127309,127309,0
127310,127310,0
127311,127311,0
127312,127312,0
127313,127313,0
127314,127314,0
127315,127315,0
127316,127316,0
127317,127317,0
127318,127318,0
127319,127319,0
127320,127320,0
127321,127321,0
127322,127322,0
127323,127323,0
127324,127324,0
127325,127325,0
127326,127326,0
127327,127327,0
127328,127328,0
127329,127329,0
127330,127330,0
127331,127331,0
127332,127332,0
127333,127333,0
127334,127334,0
127335,127335,0
127336,127336,0
127337,127337,0
127338,127338,0
127339,127339,0
127340,127340,0
127341,127341,0
127342,127342,0
127343,127343,0
127344,127344,0
127345,127345,0
127346,127346,0
127347,127347,0
127348,127348,0
127349,127349,0
127350,127350,0
127351,127351,0
127352,127352,0
127353,127353,0
127354,127354,0
127355,127355,0
127356,127356,0
127357,127357,0
127358,127358,0
127359,127359,0
127360,127360,0
127361,127361,0
127362,127362,0
127363,127363,0
127364,127364,0
127365,127365,0
127366,127366,0
127367,127367,0
127368,127368,0
127369,127369,0
127370,127370,0
127371,127371,0
127372,127372,0
127373,127373,0
127374,127374,0
127375,127375,0
127376,127376,0
127377,127377,0
127378,127378,0
127379,127379,0
127380,127380,0
127381,127381,0
127382,127382,0
127383,127383,0
127384,127384,0
127385,127385,0
127386,127386,0
127387,127387,0
127388,127388,0
127389,127389,0
127390,127390,0
127391,127391,0
127392,127392,0
127393,127393,0
127394,127394,0
127395,127395,0
127396,127396,0
127397,127397,0
127398,127398,0
127399,127399,0
127400,127400,0
127401,127401,0
127402,127402,0
127403,127403,0
127404,127404,0
127405,127405,0
127406,127406,0
127407,127407,0
127408,127408,0
127409,127409,0
127410,127410,0
127411,127411,0
127412,127412,0
127413,127413,0
127414,127414,0
127415,127415,0
127416,146903,1
127417,127417,0
127418,127418,0
127419,127419,0
127420,127420,0
127421,127421,0
127422,127422,0
127423,127423,0
127424,127424,0
127425,127425,0
127426,127426,0
127427,127427,0
127428,127428,0
127429,127429,0
127430,127430,0
127431,127431,0
127432,127432,0
127433,127433,0
127434,127434,0
127435,127435,0
127436,127436,0
127437,127437,0
127438,127438,0
127439,127439,0
127440,127440,0
127441,127441,0
127442,127442,0
127443,127443,0
127444,127444,0
127445,127445,0
127446,127446,0
127447,127447,0
127448,127448,0
127449,127449,0
127450,127450,0
127451,127451,0
127452,127452,0
127453,127453,0
127454,127454,0
127455,127455,0
127456,127456,0
127457,127457,0
127458,127458,0
127459,127459,0
127460,127460,0
127461,127461,0
127462,127462,0
127463,127463,0
127464,127464,0
127465,127465,0
127466,127466,0
127467,127467,0
127468,127468,0
127469,127469,0
127470,127470,0
127471,127471,0
127472,127472,0
127473,127473,0
127474,127474,0
127475,127475,0
127476,127476,0
127477,127477,0
127478,127478,0
127479,127479,0
127480,127480,0
127481,127481,0
127482,127482,0
127483,127483,0
127484,127484,0
127485,127485,0
127486,127486,0
127487,127487,0
127488,127488,0
127489,127489,0
127490,127490,0
127491,127491,0
127492,127492,0
127493,127493,0
127494,127494,0
127495,127495,0
127496,127496,0
127497,127497,0
127498,127498,0
127499,127499,0
127500,127500,0
127501,127501,0
127502,127502,0
127503,127503,0
127504,127504,0
127505,127505,0
127506,127506,0
127507,127507,0
127508,127508,0
127509,127509,0
127510,127510,0
127511,127511,0
127512,127512,0
127513,127513,0
127514,127514,0
127515,127515,0
127516,127516,0
127517,127517,0
127518,127518,0
127519,127519,0
127520,127520,0
127521,127521,0
127522,127522,0
127523,127523,0
127524,127524,0
127525,127525,0
127526,127526,0
127527,127527,0
127528,127528,0
127529,127529,0
127530,127530,0
127531,127531,0
127532,127532,0
127533,127533,0
127534,133918,1
127535,127535,0
127536,127536,0
127537,127537,0
127538,127538,0
127539,127539,0
127540,127540,0
127541,127541,0
127542,127542,0
127543,127543,0
127544,127544,0
127545,127545,0
127546,127546,0
127548,127548,0
127549,127549,0
127550,127550,0
127551,127551,0
127552,127552,0
127553,127553,0
127554,127554,0
127555,127555,0
127556,127556,0
127557,127557,0
127558,127558,0
127559,127559,0
127560,127560,0
127561,127561,0
127562,127562,0
127563,127563,0
127564,127564,0
127565,127565,0
127566,127566,0
127567,127567,0
127568,127568,0
127569,127569,0
127570,127570,0
127571,127571,0
127572,127572,0
127573,127573,0
127574,127574,0
127575,127575,0
127576,127576,0
127577,127577,0
127578,127578,0
127579,127579,0
127580,127580,0
127581,127581,0
127582,127582,0
127583,127583,0
127584,127584,0
127585,127585,0
127586,127586,0
127587,127587,0
127588,127588,0
127589,127589,0
127590,127590,0
127591,127591,0
127592,127592,0
127593,127593,0
127594,127594,0
127595,127595,0
127596,127596,0
127597,127597,0
127598,127598,0
127599,127599,0
127600,127600,0
127601,127601,0
127602,127602,0
127603,127603,0
127604,127604,0
127605,127605,0
127606,127606,0
127607,127607,0
127608,127608,0
127609,127609,0
127610,127610,0
127611,127611,0
127612,127612,0
127613,127613,0
127614,127614,0
127615,127615,0
127616,127616,0
127617,127617,0
127618,127618,0
127619,127619,0
127620,127620,0
127621,127621,0
127622,127622,0
127623,127623,0
127624,127624,0
127625,127625,0
127626,127626,0
127627,127627,0
127628,127628,0
127629,127629,0
127630,127630,0
127631,127631,0
127632,127632,0
127633,127633,0
127634,127634,0
127635,127635,0
127636,127636,0
127637,127637,0
127638,127638,0
127639,127639,0
127640,127640,0
127641,127641,0
127642,127642,0
127643,127643,0
127644,127644,0
127645,127645,0
127646,127646,0
127647,127647,0
127648,127648,0
127649,127649,0
127650,127650,0
127651,127651,0
127652,127652,0
127653,127653,0
127654,127654,0
127655,127655,0
127656,127656,0
127657,127657,0
127658,127658,0
127659,127659,0
127660,127660,0
127661,127661,0
127662,127662,0
127663,127663,0
127664,127664,0
127665,127665,0
127666,127666,0
127667,127667,0
127668,127668,0
127669,127669,0
127670,127670,0
127671,127671,0
127672,127672,0
127673,127673,0
127674,127674,0
127675,127675,0
127676,127676,0
127677,127677,0
127678,127678,0
127679,127679,0
127680,127680,0
127681,127681,0
127682,127682,0
127683,127683,0
127684,127684,0
127685,127685,0
127686,127686,0
127687,127687,0
127688,127688,0
127689,127689,0
127690,127690,0
127691,127691,0
127692,127692,0
127693,127693,0
127694,127694,0
127695,127695,0
127696,127696,0
127697,127697,0
127698,127698,0
127699,127699,0
127700,127700,0
127701,127701,0
127702,127702,0
127703,127703,0
127704,127704,0
127705,127705,0
127706,127706,0
127707,127707,0
127708,127708,0
127709,127709,0
127710,127710,0
127711,127711,0
127712,127712,0
127713,127713,0
127714,127714,0
127715,127715,0
127716,127716,0
127717,127717,0
127718,127718,0
127719,127719,0
127720,127720,0
127721,127721,0
127722,127722,0
127723,127723,0
127724,127724,0
127725,127725,0
127726,127726,0
127727,127727,0
127728,127728,0
127729,127729,0
127730,127730,0
127731,127731,0
127732,127732,0
127733,127733,0
127734,127734,0
127735,127735,0
127736,127736,0
127737,127737,0
127738,127738,0
127739,127739,0
127740,127740,0
127741,127741,0
127742,127742,0
127743,127743,0
127748,127748,0
127749,127749,0
127750,127750,0
127751,127751,0
127752,127752,0
127753,127753,0
127754,127754,0
127755,127755,0
127756,127756,0
127757,127757,0
127758,127758,0
127759,127759,0
127760,127760,0
127761,127761,0
127762,127762,0
127763,127763,0
127764,127764,0
127765,127765,0
127766,127766,0
127767,127767,0
127768,127768,0
127771,127771,0
127772,127772,0
127773,127773,0
127774,127774,0
127775,127775,0
127776,127776,0
127777,127777,0
127778,127778,0
127779,127779,0
127780,127780,0
127781,127781,0
127782,127782,0
127783,127783,0
127784,127784,0
127785,127785,0
127786,127786,0
127787,127787,0
127788,127788,0
127789,127789,0
127790,127790,0
127791,127791,0
127792,127792,0
127793,127793,0
127794,127794,0
127795,127795,0
127796,127796,0
127797,127797,0
127798,127798,0
127799,127799,0
127800,127800,0
127801,127801,0
127802,127802,0
127803,127803,0
127804,127804,0
127805,127805,0
127806,127806,0
127807,127807,0
127808,127808,0
127809,127809,0
127810,127810,0
127811,127811,0
127812,127812,0
127813,127813,0
127814,127814,0
127815,127815,0
127816,127816,0
127817,127817,0
127818,127818,0
127819,127819,0
127820,127820,0
127821,127821,0
127822,127822,0
127823,127823,0
127824,127824,0
127825,127825,0
127826,127826,0
127827,127827,0
127828,127828,0
127829,127829,0
127830,127830,0
127831,127831,0
127832,127832,0
127833,127833,0
127834,127834,0
127835,127835,0
127836,127836,0
127837,127837,0
127838,127838,0
127839,127839,0
127840,127840,0
127841,127841,0
127842,127842,0
127843,127843,0
127844,127844,0
127845,127845,0
127846,127846,0
127847,127847,0
127848,127848,0
127849,127849,0
127850,127850,0
127851,127851,0
127852,127852,0
127853,127853,0
127854,127854,0
127855,127855,0
127856,127856,0
127857,127857,0
127858,127858,0
127859,127859,0
127860,127860,0
127861,127861,0
127862,127862,0
127863,127863,0
127864,127864,0
127865,127865,0
127866,127866,0
127867,127867,0
127868,127868,0
127869,127869,0
127870,127870,0
127871,127871,0
127872,127872,0
127873,127873,0
127874,127874,0
127875,127875,0
127876,127876,0
127877,127877,0
127878,127878,0
127879,127879,0
127880,127880,0
127881,127881,0
127882,127882,0
127883,127883,0
127884,127884,0
127885,127885,0
127886,127886,0
127887,127887,0
127888,127888,0
127889,127889,0
127890,127890,0
127891,127891,0
127892,127892,0
127893,127893,0
127894,127894,0
127895,127895,0
127896,127896,0
127897,127897,0
127898,127898,0
127899,127899,0
127900,127900,0
127901,127901,0
127902,127902,0
127903,127903,0
127904,127904,0
127905,127905,0
127906,127906,0
127907,127907,0
127908,127908,0
127909,127909,0
127910,127910,0
127911,127911,0
127912,127912,0
127913,127913,0
127914,127914,0
127915,127915,0
127916,127916,0
127917,127917,0
127918,127918,0
127919,127919,0
127920,127920,0
127921,127921,0
127922,127922,0
127923,127923,0
127924,127924,0
127925,127925,0
127926,127926,0
127927,127927,0
127928,127928,0
127929,127929,0
127930,127930,0
127931,127931,0
127932,127932,0
127933,127933,0
127934,127934,0
127935,127935,0
127936,127936,0
127937,127937,0
127938,127938,0
127939,127939,0
127940,127940,0
127941,127941,0
127942,127942,0
127943,127943,0
127944,127944,0
127945,127945,0
127946,127946,0
127947,127947,0
127948,127948,0
127949,127949,0
127950,127950,0
127951,127951,0
127952,127952,0
127953,127953,0
127954,127954,0
127955,127955,0
127956,127956,0
